Judul,Deskripsi,Status,Link
"Keliru, Klaim Obat Bius pada Penerima Vaksin Covid-19 Bisa Sebabkan Kematian","
Pesan berantai yang berisi klaim bahwa seseorang yang telah mendapatkan vaksin Covid-19 dilarang menerima obat bius beredar di Facebook pada 18 Juni 2021. Apabila menerima obat bius setelah vaksin, menurut pesan berantai itu, seseorang dapat meninggal.
“Siapapun yang telah divaksinasi virus Corona, dilarang menggunakan segala jenis anestesi (bius), baik anestesi lokal maupun anestesi dokter gigi, karena hal ini dapat membahayakan nyawa orang yang divaksinasi sangat berbahaya,” demikian yang tertulis dalam pesan berantai ini.
Dalam pesan berantai tersebut, tertulis pula bahwa mereka yang akan menerima obat bius harus menunggu selama 4 minggu setelah sembuh dari infeksi Covid-19. Selain itu, dalam pesan berantai ini, disebutkan contoh seseorang yang meninggal karena mendapatkan obat bius setelah vaksin.
Gambar tangkapan layar pesan berantai yang beredar di Facebook yang berisi klaim keliru terkait obat bius dan vaksin Covid-19.",Salah [-],https://cekfakta.com/focus/8688
"Keliru, Klaim Ini Video Sri Mulyani Vaksinasi Covid-19 Palsu karena Jarum Suntik yang Dipakai Kosong","
Video yang memperlihatkan seorang dokter sedang menyuntikkan vaksin Covid-19 ke lengan seorang perempuan beredar di media sosial. Menurut klaim yang menyertai video tersebut, perempuan ini merupakan Menteri Keuangan Sri Mulyani, yang menjalani vaksinasi Covid-19 hanya sebagai pencitraan karena jarum suntik yang digunakan kosong.
Di Facebook, video berdurasi 28 detik itu dibagikan salah satunya oleh akun ini, tepatnya pada 21 Juni 2021. Akun tersebut pun menulis narasi sebagai berikut: “Mari kita ketawa!!! Sri Mulyani suntik vaksin utk pencitraan tp kamera gak bisa boong. Di jarum suntik ga ada isi vaksin nya, perhatikan jarum suntik nya!”
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait video yang diunggahnya. Perempuan yang divaksinasi Covid-19 dalam video ini bukan Menteri Keuangan Sri Mulyani.",Salah [-],https://cekfakta.com/focus/8687
"Keliru, Pesan Berantai tentang Adanya Genosida Umat Islam Lewat Vaksin Covid-19","
Pesan berantai yang berjudul ""Genosida Umat Islam Indonesia dengan Vaksin Covid-19"" beredar di Facebook. Pesan ini berisi sejumlah klaim yang meragukan pandemi Covid-19 di dunia, termasuk di Indonesia. Di bagian awal pesan itu, disebutkan bahwa Inggris dan para ahli medis Eropa telah menyatakan Covid-19 tidak lagi dikategorikan sebagai pandemi maupun penyakit berisiko tinggi.
Kemudian, terdapat klaim-klaim lainnya, seperti bahwa orang-orang di Cina dan negara-negara Eropa tidak ada yang mau memakai masker lagi karena seluruh warganya sudah sehat, bahwa Malaysia, Brunei Darussalam, Filipina, Thailand, dan Vietnam menolak vaksin, bahwa rumah sakit adalah tempat genosida umat Islam, dan bahwa melepas masker saat berbicara wajib karena, kalau tidak, akan menelan racun karbon dioksida atau CO2.
Akun ini membagikan pesan berantai tersebut pada 26 Juni 2021. Hingga artikel ini dimuat, unggahan akun itu telah mendapatkan 99 reaksi dan 57 komentar serta dibagikan lebih dari 200 kali.
Gambar tangkapan layar pesan berantai yang beredar di Facebook yang berisi klaim-klaim keliru terkait Covid-19 dan vaksin.",Salah [-],https://cekfakta.com/focus/8686
"Keliru, Klaim Ini Foto Pria yang Disiksa di Penjara Cina karena Memeluk Islam","
Foto yang memperlihatkan seorang pria dengan kondisi tubuh terkekang dalam sebuah kursi besi beredar di media sosial. Foto tersebut dibagikan dengan klaim bahwa pria tersebut merupakan seorang tahanan di Cina yang disiksa karena beragama Islam.
Di Facebook, foto tersebut dibagikan salah satunya oleh akun ini pada 7 Juni 2021. Berikut narasi yang ditulis oleh akun itu, yang telah diterjemahkan dari bahasa Hindi:
""Muslim China. Orang yang terlihat duduk di kursi ini tidak lain adalah bapak dari umat ini, adalah saudara kita yang beragama Islam. Tidak tahu berapa banyak orang seperti itu yang terlibat dalam satu atau lain cara dan satu-satunya kesalahan mereka adalah bahwa mereka adalah orang-orang yang percaya pada kalma lailahaillallah. Ini gambar penjara di China di sini Muslim Uyghur ini diperlakukan seperti ini. Mereka benar-benar terikat di kursi, bahkan mereka tidak bisa bergerak. Mereka disimpan seperti ini selama berminggu-minggu, orang-orang malang ini tidur di atasnya, makan di atasnya.""
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait foto yang diunggahnya. Penangkapan dan interogasi yang terlihat dalam foto itu sama sekali tidak terkait dengan Islam.",Salah [-],https://cekfakta.com/focus/8685
"Keliru, Pesan Berantai yang Klaim Ada Ketidakwajaran pada Isu Covid-19 di Indonesia","
Pesan berantai yang berjudul “Tiga Kejanggalan dan Ketidak Wajaran terhadap Isu Corona yang Terjadi di Negeri +62” beredar di Facebook pada 24 Juni 2021. Dalam pesan berantai itu, terdapat beberapa klaim yang dilontarkan. Pertama, Cina disebut mengakui bahwa virus Corona penyebab Covid-19 bukan virus yang membahayakan, melainkan hanya virus flu biasa.
Kedua, menurut pesan berantai tersebut, semua virus dan bakteri tidak bisa berkembang biak di tempat yang bersih dan suci. Sementara klaim ketiga adalah, jika Covid-19 dikategorikan sebagai pandemi, kasus kematian seharusnya ada di mana-mana. ""Korban yang mati pada bergelimpangan di rumah-rumah, apartemen di pasar-pasar dan di tempat mereka berada.""
 Gambar tangkapan layar pesan berantai di Facebook yang berisi sejumlah klaim keliru terkait Covid-19.",Salah [-],https://cekfakta.com/focus/8684
"Keliru, Klaim Ini Video Kebakaran Desa di Myanmar Akibat Serangan Teroris","
Video yang memperlihatkan kebakaran hebat yang melalap sebuah perkampungan yang terletak di pinggiran sungai beredar di Facebook. Video berdurasi 2 menit 51 detik itu diklaim sebagai video kebakaran sebuah desa di Myanmar, Desa Kinma, akibat serangan teroris.
Video ini beredar setelah, pada pertengahan Juni 2021 lalu, hampir seluruh Desa Kinma di Kotapraja Pauk, Myanmar, terbakar. Menurut penduduk setempat, kebakaran itu disebabkan oleh militer. Sementara militer mengatakan bahwa kebakaran tersebut diakibatkan oleh serangan teroris dan cuaca berangin.
Akun ini membagikan video beserta klaim itu pada 15 Juni 2021. Akun tersebut menulis narasi dalam bahasa Burma yang jika diterjemahkan berarti:
""Video kebakaran Desa Kinma di Kotapraja Pauk. Belakangan ini, saya melihat peningkatan jumlah serangan kekerasan oleh kelompok teroris. Semakin banyak orang dari daerah pedesaan, terutama desa-desa yang kuat secara ekonomi dan pemberontak, telah ditangkap atas dasar Dalan dan dibawa ke rumah mereka untuk mengumpulkan uang, barang berharga, dan barang-barang lainnya. Makanan dijarah dan dihancurkan. Begitu mereka naik kereta, mereka mencicipinya dan mendapat masalah. Sekarang seluruh desa terbakar. Penduduk desa yang tidak bersenjata tidak bisa lagi mentolerir pembunuhan, perampokan, dan penangkapan sewenang-wenang. Alih-alih membela rakyatnya sendiri, mereka ingin membasmi tentara fasis yang menyebabkan masalah di negara ini. Sekarang adalah waktu untuk melawan sindiran paranoid dari para kritikus dunia ini.""
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait video kebakaran di sebuah desa yang diunggahnya. Peristiwa dalam video ini tidak terjadi di Myanmar.
PEMERIKSAAAN FAKTA
Untuk memverifikasi klaim di atas, Tim CekFakta Tempo mula-mula memfragmentasi video tersebut menjadi sejumlah gambar dengan tool InVid. Selanjutnya, gambar-gambar tersebut ditelusuri dengan reverse image tool Google dan Yandex. Hasilnya, ditemukan video yang identik yang pernah dibagikan oleh akun YouTube TheBorder Consortium, Lembaga Swadaya Masyarakat (LSM) internasional yang khusus menangani pengungsi, pada 28 Maret 2013. Video itu diberi judul “Kebakaran Kamp Pengungsi Ban Mae Surin”.
Dalam keterangannya, disebutkan bahwa terdapat 37 pengungsi yang tewas dalam kebakaran yang terjadi pada 22 Maret 2013 sekitar pukul 15.15 di kamp pengungsi Ban Mae Surin (Situs 2), Distrik Khun Yuam, Provinsi Mae Hong Son, Thailand. Lebih dari 400 rumah terbakar dan hancur, yang mengakibatkan sekitar 2.300 orang kehilangan tempat tinggal.
Tempo pun menelusuri pemberitaan terkait kebakaran itu. Dilansir dari situs media Thailand, Chiang Rai Times, pada 22 Maret 2013, memang terjadi kebakaran di kamp pengungsi Mae Surin, Khun Yuam, Mae Hong Son, Thailand. Kamp ini menampung 3.605 pengungsi asal Myanmar. Akibat peristiwa ini, 37 pengungsi dan 100 lainnya luka-luka serta 2.300 orang kehilangan tempat tinggal.
Menurut Suttha Saiwanich, Wakil Gubernur Mae Hong Son, tim forensik pusat dan lokal menyimpulkan bahwa kebakaran itu tidak disengaja. Kerusakan parah terjadi karena angin kencang, mengingat kamp ini berada di area lereng. Kolonel Polisi Nitinart Wittaya Wuthikul, Kepala Polisi Khun Yuam, juga menyatakan hal serupa, bahwa kebakaran itu merupakan kecelakaan.
Prajin Jantong, Kepala Angkatan Udara Thailand, pun meyakini bahwa kebakaran itu merupakan kecelakaan, bukan pembakaran yang disengaja. “Orang-orang mungkin telah membakar sampah sembarangan, sementara angin kencang di pegunungan dapat berkontribusi terhadap penyebaran api yang cepat,” kata Prajin ketika itu.
Dikutip dari kantor berita AFP, seorang fotografer AFP yang berada di lokasi kejadian mengatakan, pasca kejadian, beberapa pengungsi mulai menebang bambu untuk membangun kembali tempat perlindungan baru. Rekaman udara dari area yang ditayangkan di televisi Thailand menunjukkan sebagian besar kamp benar-benar terbakar. Api diyakini telah menghancurkan 400 rumah dan menyebabkan lebih dari 2 ribu orang kehilangan tempat tinggal di kamp yang terletak di pegunungan terpencil itu.
Badan Pengungsi Perserikatan Bangsa-Bangsa ( UNHCR ) pun bergegas menyediakan berbagai logistik untuk membuat tempat penampungan darurat. ""Kami sangat sedih dengan insiden tragis ini dan melakukan apa yang kami bisa untuk memberikan bantuan instan,"" kata perwakilan UNHCR Thailand Mireille Girard.
UNCHR mencatat penampungan pengungsi Ban Mae Surin, yang disebut “Situs 2”, didirikan pada 1992 untuk menampung sekitar 150 keluarga pengungsi yang melarikan diri dari konflik bersenjata di Myanmar. Ini adalah hasil konsolidasi dan relokasi bekas shelter sementara Situs 4 dan Situs 6 pada 1996.
Mayoritas penduduknya adalah etnis Karen yang berasal dari negara bagian Kayah, yang sebagian besar berlatar belakang agraris. Pengungsian ini terletak di Distrik Khun Yuam, Provinsi Mae Hong Son, sekitar 8 kilometer dari perbatasan Thailand-Myanmar. Kamp ini memiliki luas 29 hektare.",Salah [-],https://cekfakta.com/focus/8683
"Keliru, Urus SIM dan SKCK Harus Tunjukkan Sertifikat Vaksin Covid-19 Per 1 Juli","
Klaim bahwa per 1 Juli 2021 pemohon Surat Izin Mengemudi ( SIM ) dan Surat Catatan Kelakuan Baik (SKCK) harus menunjukkan sertifikat vaksin Covid-19 beredar di Facebook. Klaim tersebut dibagikan bersama gambar tangkapan layar sebuah artikel yang berjudul “Mulai 1 Juli Urus SIM dan SKCK Harus Ada Sertifikat Vaksinasi”.
Akun ini membagikan klaim beserta gambar tangkapan layar itu pada 23 Juni 2021. Akun tersebut pun menulis narasi sebagai berikut:
“Mulai 1 Juli urus SIM dan SKCK *HARUS ADA SERTIFIKAT VAKSIN*
NAH DI SINI KITA MENYEDIAKAN JASA CETAK KARTU VAKSIN- HARGA MURMER- KUALITAS PREMIUM- HASIL SEPERTI KARTU KTP- FREE SARUNG KARTU / PLASTIK KTP*HASIL DR KARTU VAKSIN KITA SEPERTI KARTU KTP YA!!!BUKAN PRINT KERTAS LAMINATING!!”
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait syarat pengurusan SIM dan SKCK.",Salah [-],https://cekfakta.com/focus/8682
"Keliru, Klaim Ini Video Detik-detik Jokowi Umumkan Pencopotan Anies","
Video yang diklaim sebagai video detik-detik Presiden Joko Widodo atau Jokowi mengumumkan pencopotan Gubernur DKI Jakarta Anies Baswedan beredar di YouTube. Video berdurasi 10 menit itu diunggah oleh kanal ini pada 14 Juni 2021 dengan judul ""Istana bergemuruh !! Detik2 Jokowi Umumkan Pencopotan Anies"".
Dalam video itu, terdapat berbagai cuplikan, yang di antaranya memperlihatkan mantan politikus Partai Demokrat Ferdinand Hutahaean dan Ketua Dewan Pengawas Komisi Pemberantasan Korupsi (KPK) Tumpak Hatorangan Panggabean yang menyinggung soal pelanggaran etik. Namun, tidak disebutkan siapa yang melanggar etik dalam video ini.
Terdapat pula narasi yang menyebut bahwa politikus Partai Solidaritas Indonesia (PSI) Dedek Wahyudi mengkritik Anies karena menggelar panen raya di Sumedang, Jawa Barat. Selain itu, disebutkan bahwa Anies menerima gratifikasi rumah mewah dari pengembang reklamasi.
Gambar tangkapan layar unggahan di YouTube yang berisi klaim keliru terkait Presiden Joko Widodo atau Jokowi dan Gubernur DKI Jakarta Anies Baswedan.",Salah [-],https://cekfakta.com/focus/8681
"Benar, Klaim Pria Ini Ditangkap Polisi karena Tak Percaya Covid-19","
Gambar tangkapan layar sebuah unggahan di Instagram yang berisi teks “Tak Percaya Covid-19 AS Ditangkap Polisi” beredar di media sosial. Dalam unggahan itu, terlihat seorang pria yang mengenakan kaos berwarna putih. Terdapat pula logo ""Tribun Network"" dalam unggahan itu. Akun ini mengunggah gambar tangkapan layar tersebut pada 21 Juni 2021.
Gambar tangkapan layar unggahan di Facebook terkait seorang pria yang ditangkap polisi karena membuat video yang berisi pernyataan ketidakpercayaannya terhadap Covid-19.",Benar,https://cekfakta.com/focus/8680
"Keliru, Vaksin Covid-19 Mengandung Microchip yang Bisa Nyalakan Lampu","
Video yang memperlihatkan seorang pria paruh baya sedang menunjukan lampu yang menyala saat didekatkan ke lokasi bekas suntikan vaksin Covid-19 di lengannya beredar di Facebook. Hal itu pun diklaim sebagai bukti bahwa vaksin Covid-19 mengandung perangkat elektronik, yakni microchip.
Akun ini mengunggah tautan sebuah blog yang memuat video tersebut pada 31 Mei 2021. Akun itu pun menulis narasi dalam bahasa Korea yang jika diterjemahkan berarti:
""Fakta menakjubkan, magnet menempel di lokasi vaksin, terutama jika Anda memiliki bohlam, bohlam dapat menyala. Artinya, ada perangkat dalam vaksin. Jika Anda tidak memiliki perangkat yang bisa berfungsi, mengapa cahaya datang dari bohlam? Microchip memainkan peran itu.""
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait vaksin Covid-19.",Salah [-],https://cekfakta.com/focus/8679
"Keliru, Kolapsnya Christian Eriksen dalam Laga Euro Terkait Vaksin Pfizer","
Narasi yang mengaitkan kolapsnya pemain sepakbola Denmark, Christian Eriksen, saat berlaga dalam Euro 2020 dengan vaksin Covid-19 Pfizer beredar di Twitter. Narasi ini menyebar setelah pemain berusia 29 tahun tersebut mengalami serangan jantung dalam pertandingan Finlandia melawan Denmark pada 12 Juni 2021 lalu.
Akun ini membagikan klaim tersebut pada 12 Juni 2021. Akun itu mencuit: “Christian Eriksen, pemain sepakbola yang sangat fit yang bermain untuk salah satu tim sepakbola top di dunia dan memiliki perawatan medis terbaik, pingsan di lapangan hari ini karena gagal jantung. Syukurlah mereka bisa menghidupkannya kembali. Dia diberikan Pfizer beberapa hari yang lalu.”
Gambar tangkapan layar cuitan di Twitter yang berisi klaim keliru terkait penyebab kolapsnya Christian Eriksen, pemain sepakbola Denmark, dalam laga Euro 2020 pada 12 Juni 2021 lalu.",Salah [-],https://cekfakta.com/focus/8678
"Keliru, Cristiano Ronaldo Singkirkan Botol Coca-cola saat Konferensi Pers Euro karena Produk Yahudi","
Narasi tentang pemain sepakbola Portugal, Cristiano Ronaldo, menyingkirkan botol minuman bersoda Coca-cola beredar di media sosial. Menurut klaim itu, Ronaldo memindahkan dua botol Coca-cola tersebut karena merupakan produk Yahudi. Klaim ini dilengkapi dengan foto Ronaldo dalam konferensi pers menjelang laga Hungaria melawan Portugal dalam Euro 2020.
Akun ini membagikan klaim beserta foto itu pada 16 Juni 2021. “JGN Pernah meletakan Coca Cola di depan Sy krn Sy tau itu Produck Yahudi.. yg hasilnya utk membunuh Rakyat Palestine.. (Ronaldo) Kereeeennnn.. ***Saham Coca Cola Langsung Anjlok 57 T... Mantaabbb,"" demikian klaim yang ditulis oleh akun tersebut.
Gambar tangkapan layar unggahan di Facebook yang berisi klaim keliru terkait alasan Cristiano Ronaldo menyingkirkan botol Coca-cola dalam konferensi pers Euro 2020 pada 14 Juni 2021.",Salah [-],https://cekfakta.com/focus/8677
"Sesat, Klaim Ini Video Matahari yang Terbit dari Utara di Sulawesi Selatan","
Sebuah video yang memperlihatkan sejumlah guru di Jeneponto, Sulawesi Selatan, tengah merekam matahari yang bersinar terang beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa matahari itu terbit dari utara yang menggemparkan warga Sulawesi Selatan.
Di YouTube, video tersebut dibagikan oleh kanal ini pada 18 Juni 2021 dengan judul “Fenomena Langka - Matahari Terbit Dari Utara Gemp4rkan Warga Sulawesi Selatan”. Hingga artikel ini dimuat, video tersebut telah disaksikan lebih dari 6.600 kali.
Gambar tangkapan layar unggahan di YouTube yang berisi klaim menyesatkan terkait video yang diunggahnya.",Salah [-],https://cekfakta.com/focus/8676
